1782164367|9781782164364|2015-10|Richard Lawson|Packt Publishing|Web Scraping with Python (Community Experience Distilled)|python,scrap|
1782167102|9781782167105|2016-02|"Ryan ""elfmaster"" O'Neill"|Packt Publishing|Learning Linux Binary Analysis|security,hacker,linux|
1782173633|9781782173632|2015-06|Uchit Vyas|Packt Publishing|Mastering AWS Development|aws|
1782177345|9781782177340|2015-05|Marcus Young|Packt Publishing|Implementing Cloud Design Patterns for AWS|aws|
1783283270|9781783283279|2013-12|Rahul Singh Patel|Packt Publishing|Kali Linux Social Engineering|security,hacker,pentest,kali|
1784392510|9781784392512|2015-10|Unmesh Gundecha|Packt Publishing|Selenium Testing Tools Cookbook - Second Edition|test,selenium|
1784392936|9781784392932|2015-06|Cameron Buchanan, Terry Ip, Andrew Mabbitt, Benjamin May, Dave Mound|Packt Publishing|Python Web Penetration Testing Cookbook|python,hacker,pentest|
1784393940|9781784393946|2015-03|Oskar Hane|Packt Publishing|Build Your Own PaaS with Docker|devops,docker,paas|
1784397512|9781784397517|2015-02|Paulo A Pereira|Packt Publishing|Elixir Cookbook|elixir|
1784397938|9781784397937|2015-05|Pethuru Raj, Jeeva S. Chelladhurai, Vinod Singh|Packt Publishing|Learning Docker|devops,docker|
1784398586|9781784398583|2015-02|Mohit|Packt Publishing|Python Penetration Testing Essentials|python,hacker,pentest|
1785285564|9781785285561|2016-02|Jilumudi Raghu Ram, Brian Sak|Packt Publishing|Mastering Kali Linux Wireless Pentesting|hacker,pentest,kali|
1785289284|9781785289286|2016-01|Timothy Washington|Packt Publishing|Clojure for Finance|clojure|
1785881744|9781785881749|2016-01|Kenny Ballou|Packt Publishing|Learning Elixir|elixir|
1785887637|9781785887635|2016-08|W. David Jarvis, Rafik Naccache, Allen Rohner|Packt Publishing|Learning ClojureScript|clojure|
1785888420|9781785888427|2016-09|Gerard Johansen, Lee Allen, Tedi Heriyanto, Shakeel Ali|Packt Publishing|Kali Linux 2 Assuring Security by Penetration Testing - Third Edition|hacker,pentest,kali|
1786463148|9781786463142|2016-06|Russ McKendrick|Packt Publishing|Extending Docker|devops,docker|
1847198643|9781847198648|2009-11|Alistair McDonald, Ian Haycox, Magnus Back, Carl Taylor, David Rusenko, Patrick Ben Koetter, Ralf Hilderbrandt|Packt Publishing|Linux Email|network,linux,mail|
1849519846|9781849519847|2012-11|Yauheni V. Pankov|Packt Publishing|Network Backup with Bacula [How-to]|network,linux,bacula|
1849688028|9781849688024|2013-04|Stacia Viscardi|Packt Publishing|The Professional Scrum Master's Handbook (Professional Expertise Distilled)|agile,scrum|
1907117040|9781907117046|2014-08|Ivan Ristic|Feisty Duck|Bulletproof SSL and TLS: Understanding and Deploying SSL/TLS and PKI to Secure Servers and Web Applications|security,linux,ssl|
1937785335|9781937785338|2013-07|Mark C. Chu-Carroll|Pragmatic Bookshelf|Good Math: A Geek's Guide to the Beauty of Numbers, Logic, and Computation (Pragmatic Programmers)|math|
1937785718|9781937785710|2013-11|Portia Tung|Pragmatic Bookshelf|The Dream Team Nightmare: Boost Team Productivity Using Agile Techniques|startup,agile,leadership|
1941222153|9781941222157|2014-11|Bruce Tate, Ian Dees, Frederic Daoud, Jack Moffitt|Pragmatic Bookshelf|Seven More Languages in Seven Weeks: Languages That Are Shaping the Future|programming|
8521615191|9788521615194|2007-12|Luis Manuel Dias Damas|Ltc|Linguagem C|clang,ptbr|
1491915323|9781491915325|2015-05|Lorin Hochstein|O'Reilly Media|Ansible: Up and Running: Automating Configuration Management and Deployment the Easy Way|devops,ansible|
1118941098|9781118941096|2014-11|Michael J. Crawley|Wiley|Statistics: An Introduction Using R|math,rlang|
1449323898|9781449323899|2015-12|Morgan Quigley, Brian Gerkey, William D. Smart|O'Reilly Media|Programming Robots with ROS: A Practical Introduction to the Robot Operating System|robot|
1484209591|9781484209592|2015-08|Fabio Nelli|Apress|Python Data Analytics: Data Analysis and Science using pandas, matplotlib and the Python Programming Language|python,bigdata|
1484214803|9781484214800|2016-06|Zubair Nabi|Apress|Pro Spark Streaming: The Zen of Real-Time Analytics Using Apache Spark|spark,bigdata|
1484218299|9781484218297|2015-12|Deepak Vohra|Apress|Pro Docker|devops,docker|
1484219279|9781484219270|2016-07|Tarek Amr, Rayna Stamboliyska|Apress|Practical D3.js|javascript,d3,graph|
1491907665|9781491907665|2016-04|Jo Rhett|O'Reilly Media|Learning Puppet 4: A Guide to Configuration Management and Automation|devops,puppet|
1617290084|9781617290084|2011-06|Gojko Adzic|Manning Publications|Specification by Example: How Successful Teams Deliver the Right Software|programming,agile|
1680501267|9781680501261|2016-02|David B. Copeland|Pragmatic Bookshelf|Rails, Angular, Postgres, and Bootstrap: Powerful, Effective, and Efficient Full-Stack Web Development|ruby,rails,angularjs,postgres,bootstrap|
1782161287|9781782161288|2016-08|Rihards Olups|Packt Publishing|Zabbix Network Monitoring - Second Edition|devops,zabbix|
1782174788|9781782174783|2015-08|Kevin Jackson, Cody Bunch, Egle Sigler|Packt Publishing|OpenStack Cloud Computing Cookbook - Third Edition|devops,openstack|
1783284455|9781783284450|2015-02|Andrii Sergiienko|Packt Publishing|WebRTC Cookbook|javascript,webrtc,html5|
1783289473|9781783289479|2013-09|Luca Milanesio|Packt Publishing|Learning Gerrit Code Review|programming,gerrit|
1784396699|9781784396695|2015-11|Igor Milovanovic, Dimitry Foures, Giuseppe Vettigli|Packt Publishing|Python Data Visualization Cookbook - Second Edition|python,bigdata|
1784399698|9781784399696|2015-12|Amit Nandi|Packt Publishing|Spark for Python Developers|python,bigdata,spark|
1785281836|9781785281839|2015-07|Rahul Sharma|Packt Publishing|Nginx High Performance|devops,nginx|
1785283758|9781785283758|2015-12|Burkhard A. Meier|Packt Publishing|Python GUI Programming Cookbook|python|
1785289586|9781785289583|2015-09|Giancarlo Zaccone|Packt Publishing|Python Parallel Programming Cookbook|python|
1785883283|9781785883286|2016-05|Scott Coulton|Packt Publishing|Puppet for Containerization|devops,puppet|
178646604X|9781786466044|2016-05|Vincent Theron, Michael Diamant|Packt Publishing|Scala High Performance Programming|scala|
8565424004|9788565424004|2012-01|Ysmar Vianna, Mauricio Vianna, Adler, K. Isabel|MJV Press|Design Thinking - Inovacao Em Negocios|business,startup,lean,ptbr|
8565424097|9788565424097|2013-12|Mauricio Vianna, Ysmar Vianna, Bruno Medina, Samara Tanaka, Marcio Krug|MJV Press|Gamification, Inc. - Como reinventar empresas a partir de jogos|gamification,ptbr|
8183222609|9788183222600|2012-02|Robert T. Kiyosaki|Manjul Publishing House|The Business of the 21st Century|business,finance|
387848576|9780387848570|2011-04|Trevor Hastie, Robert Tibshirani, Jerome Friedman|Springer|The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition|math,datamining|
521766338|9780521766333|2014-05|Mohammed J. Zaki, Wagner Meira  Jr|Cambridge University Press|Data Mining and Analysis: Fundamental Concepts and Algorithms|math,datamining|
764558943|9780764558948|2004-07|Mike Outmesguine|Wiley|Wi-Fi Toys: 15 Cool Wireless Projects for Home, Office, and Entertainment|network,wireless|
1449304613|9781449304614|2011-05|Kristina Chodorow|O'Reilly Media|50 Tips and Tricks for MongoDB Developers: Get the Most Out of Your Database|database,mongodb|
1449394701|9781449394707|2012-04|Chas Emerick, Brian Carper, Christophe Grand|O'Reilly Media|Clojure Programming: Practical Lisp for the Java World|clojure|
1461471370|9781461471370|2013-08|Gareth James, Daniela Witten, Trevor Hastie, Robert Tibshirani|Springer|An Introduction to Statistical Learning: with Applications in R|math,rlang|
1590594789|9781590594780|2005-04|Richard Stones, Neil Matthew|Apress|Beginning Databases with PostgreSQL: From Novice to Professional|database,postgres|
1590597583|9781590597583|2006-12|Graeme Rocher|Apress|The Definitive Guide to Grails|grails|
1617290963|9781617290961|2014-07|Peter Ledbrook, Glen Smith|Manning Publications|Grails in Action|grails|
1680501275|9781680501278|2015-11|Drew Neil|Pragmatic Bookshelf|Practical Vim: Edit Text at the Speed of Thought|vim|
1847199941|9781847199942|2010-04|Alex Davies|Packt Publishing|High Availability MySQL Cookbook|database,mysql|
1934356557|9781934356555|2010-07|Bill Karwin|Pragmatic Bookshelf|SQL Antipatterns: Avoiding the Pitfalls of Database Programming|database,sql|
1934356905|9781934356906|2012-03|Mike Riley|Pragmatic Bookshelf|Programming Your Home: Automate with Arduino, Android, and Your Computer|arduino,iot|
1935182870|9781935182870|2011-12|Kyle Banker|Manning Publications|MongoDB in Action|database,mongodb|
B00CBM1WFC|000B00CBM1WFC|2013-04|Mandi Walls|Amazon Digital Services|Building a DevOps Culture|devops|
B00VAAM7LE|000B00VAAM7LE|2014-04|Chad Fowler|Amazon Digital Services|O Programador Apaixonado: Construindo uma carreira notavel em desenvolvimento de software|programming,ptbr|
73375977|9780073375977|2009-01|Roger Pressman|McGraw-Hill Education|Software Engineering: A Practitioner's Approach|programming|
132350882|9780132350884|2008-08|Robert C. Martin|Prentice Hall|Clean Code: A Handbook of Agile Software Craftsmanship|agile,programming,test|
134032802|9780134032801|2015-06|Martin L. Abbott, Michael T. Fisher|Addison-Wesley Professional|The Art of Scalability: Scalable Web Architecture, Processes, and Organizations for the Modern Enterprise (2nd Edition)|devops,programming|
020161622X|9780201616224|1999-10|Andrew Hunt, David Thomas|Addison-Wesley Professional|The Pragmatic Programmer: From Journeyman to Master|programming|
201616416|9780201616415|1999-10|Kent Beck|Addison-Wesley Professional|Extreme Programming Explained: Embrace Change|agile,programming|
201633612|9780201633610|1994-11|Erich Gamma, Richard Helm, Ralph Johnson, John Vlissides|Addison-Wesley Professional|Design Patterns: Elements of Reusable Object-Oriented Software|programming|
262033844|9780262033848|2009-07|Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein|The MIT Press|Introduction to Algorithms, 3rd Edition|programming|
321146530|9780321146533|2002-11|Kent Beck|Addison-Wesley Professional|Test Driven Development: By Example|programming,test|
321503627|9780321503626|2009-10|Steve Freeman, Nat Pryce|Addison-Wesley Professional|Growing Object-Oriented Software, Guided by Tests|programming,test|
470920416|9780470920411|2011-01|Joshua Davies|Wiley|Implementing SSL / TLS Using Cryptography and PKI|security,programming|
596007124|9780596007126|2004-10|Eric Freeman, Bert Bates, Kathy Sierra, Elisabeth Robson|O'Reilly Media|Head First Design Patterns: A Brain-Friendly Guide|programming|
596801688|9780596801687|2010-03|Subbu Allamaraju|Yahoo Press|RESTful Web Services Cookbook: Solutions for Improving Scalability and Simplicity|programming,rest|
735679665|9780735679665|2013-08|Karl Wiegers, Joy Beatty|Microsoft Press|Software Requirements (3rd Edition)|programming|
978739213|9780978739218|2007-04|Michael T. Nygard|Pragmatic Bookshelf|Release It!: Design and Deploy Production-Ready Software|devops,programming|
1449304818|9781449304812|2011-07|Stephen Nelson-Smith|O'Reilly Media|Test-Driven Infrastructure with Chef|devops,chef|
1449305350|9781449305352|2011-07|John Ferguson Smart|O'Reilly Media|Jenkins: The Definitive Guide: Continuous Integration for the Masses|devops,jenkins|
1449334903|9781449334901|2013-08|Lucas Carlson|O'Reilly Media|Programming for PaaS: A Practical Guide to Coding for Platform-as-a-Service|programming,paas|
1491950358|9781491950357|2015-02|Sam Newman|O'Reilly Media|Building Microservices: Designing Fine-Grained Systems|programming,microservices|
1849517401|9781849517409|2012-06|Alan Berg|Packt Publishing|Jenkins Continuous Integration Cookbook|devops,jenkins|
1933988274|9781933988276|2009-07|Roy Osherove|Manning Publications|The Art of Unit Testing: with Examples in .NET|programming,test|
1491961430|9781491961438|2016-09|Grant Shipley, Graham Dumpleton|O'Reilly Media|OpenShift for Developers: A Guide for Impatient Beginners|devops,openshift,docker,paas|
1784394033|9781784394035|2015-12|Jonathan Baier|Packt Publishing|Getting Started with Kubernetes|devops,kubernetes,paas|
1784395641|9781784395643|2015-08|Omar Khedher|Packt Publishing|Mastering OpenStack|devops,openstack,iaas|
1785882872|9781785882876|2016-02|Joakim Verona|Packt Publishing|Practical DevOps|devops|
1849519226|9781849519229|2013-08|Matthias Marschall|Packt Publishing|Chef Infrastructure Automation Cookbook|devops,chef|
1430226595|9781430226598|2010-03|Sayed Hashimi, Satya Komatineni, Dave MacLean|Apress|Pro Android 2|mobile,android|
1430250623|9781430250623|2013-12|James Bucanek|Apress|Learn iOS 7 App Development|mobile,ios|
1493786563|9781493786565|2013-12|Robert Virkus, Mostafa Akbari, Anna Alfut, Davoc Bradley, Richard Bloor, Dean Churchill, Bob Heubel|Enough Software and Wireless Industry Partnership|Mobile Developer's Guide to the Galaxy||mobile
240813286|9780240813288|2010-07|Matthew David|Focal Press|HTML5: Designing Rich Internet Applications|html5,frontend|
321812182|9780321812186|2012-12|David Herman|Addison-Wesley Professional|Effective JavaScript: 68 Specific Ways to Harness the Power of JavaScript|javascript,frontend|
596517742|9780596517748|2008-05|Douglas Crockford|O'Reilly Media|JavaScript: The Good Parts|javascript,frontend|
992279437|9780992279431|2014-07|Syed Fazle Rahman|SitePoint|Jump Start Bootstrap: Get Up to Speed With Bootstrap in a Weekend|frontend,bootstrap|
1430227907|9781430227908|2010-08|Peter Lubbers, Brian Albers, Frank Salim|Apress|Pro HTML5 Programming: Powerful APIs for Richer Internet Application Development|html5,frontend|
1782162720|9781782162728|2013-08|Vadim Mirgorod|Packt Publishing|Backbone.js Cookbook|javascript,backbone,frontend|
1782166327|9781782166320|2013-11|Sandro Pasquali|Packt Publishing|Mastering Node.js|javascript,nodejs|
1847195148|9781847195142|2008-11|Shea Frederick, Colin Ramsay, Steve 'Cutter' Blades|Packt Publishing|Learning Ext JS|javascript,extjs,frontend|
1849511209|9781849511209|2010-10|Shea Frederick, Colin Ramsay, Steve 'Cutter' Blades, Nigel White|Packt Publishing|Learning Ext JS 3.2|javascript,extjs,frontend|
193398869X|9781933988696|2013-01|John Resig, Bear Bibeault|Manning Publications|Secrets of the JavaScript Ninja|javascript,frontend|
8574163872|9788574163871|1995-12|Robin Williams|Callis|Design Para Quem Nao E Designer|design,ptbr|
1849519943|9781849519946|2013-11|Gianluca Guarini, Aravind Shenoy|Packt Publishing|HTML5 and CSS3 Transition, Transformation, and Animation|frontend,html5,css3|
8535250305|9788535250305|2011-12|Guilherme Moreira, Fabio Kung, Guilherme Silveira|Campus|Introducao a Arquitetura e Design de Software|java|
71591060|9780071591065|2008-07|Kathy Sierra, Bert Bates|McGraw-Hill Education|SCJP Sun Certified Programmer for Java 6 Exam 310-065|java,certification|
132575663|9780132575669|2011-03|Paul Deitel, Harvey Deitel|Prentice Hall|Java: How to Program, 9th Edition|java|
596000952|9780596000950|2001-12|James Snell, Doug Tidwell, Pavel Kulchenko|O'Reilly Media|Programming Web Services With SOAP|java,soap|
596001754|9780596001759|2002-05|Robert Englander|O'Reilly Media|Java and SOAP|java,soap|
596517335|9780596517335|2008-10|Sonatype Company|O'Reilly Media|Maven: The Definitive Guide|java,maven|
764501682|9780764501685|1998-03|Wayne Holder, Doug Bell|For Dummies|Java Game Programming For Dummies|java,game|
1430224177|9781430224174|2009-05|Heiko Boeck|Apress|The Definitive Guide to NetBeans Platform|java|
1430225270|9781430225270|2010-03|Josh Juneau, Jim Baker, Victor Ng, Donna L. Baker, Frank Wierzbicki, Leo Soto Muoz|Apress|The Definitive Guide to Jython: Python for the Java Platform|java|
1439823510|9781439823514|2010-09|Abhay Bhargav, B. V. Kumar|CRC Press|Secure Java: For Web Application Development|java|
1847194540|9781847194541|2009-09|Brett Porter, Maria Odea Ching|Packt Publishing|Apache Maven 2 Effective Implementation|java,maven|
1849511608|9781849511605|2011-03|Igor Vaynberg|Packt Publishing|Apache Wicket Cookbook|java,wicket|
1849518289|9781849518284|2012-10|Kumar Gupta Munish|Packt Publishing|Akka Essentials|java,akka|
596005717|9780596005719|2003-11|Kathy Sierra, Bert Bates|O'Reilly Media|Head First EJB|java,ejb3|
1590596455|9781590596456|2006-05|Mike Keith, Merrick Schincariol|Apress|Pro EJB 3: Java Persistence API|java,ejb3|
1847195601|9781847195609|2008-05|Michael Sikora|Packt Publishing|EJB 3 Developer Guide: A Practical Guide for developers and architects to the Enterprise Java Beans Standard.|java,ejb3|
1933988347|9781933988344|2007-04|Debu Panda, Reza Rahman, Derek Lane|Manning Publications|EJB 3 in Action|java,ejb3|
1849515522|9781849515528|2011-08|Alexander Reelsen|Packt Publishing|Play Framework Cookbook|java,playframework|
193398807X|9781933988078|2008-05|Don Brown, Chad Michael Davis, Scott Stanlick|Manning Publications|Struts 2 in Action|java,struts2|
8181288939|9788181288936|2008-01|Ian Roughley|Dreamtech Press|Practical Apache Struts2 Web 2.0 Projects|java,struts2|
672328968|9780672328961|2006-05|Anil Hemrajani|Sams Publishing|Agile Java Development with Spring, Hibernate and Eclipse|java,spring,hibernate|
1430224991|9781430224990|2010-09|Gary Mak, Daniel Rubio, Josh Long|Apress|Spring Recipes: A Problem-Solution Approach|java,spring|
1590597222|9781590597224|2006-09|Karthik Gurumurthy|Apress|Pro Wicket|java,wicket|
1932394982|9781932394986|2008-09|Martijn Dashorst, Eelco Hillenius|Manning Publications|Wicket in Action|java,wicket|
1933988134|9781933988139|2007-08|Craig Walls, Ryan Breidenbach|Manning Publications|Spring in Action|java,spring|
8184890540|9788184890549|2008-10|Jan Machacek|n/a|Pro Spring 2.5|java,spring|
134393333|9780134393339|2015-10|Mark Summerfield|Prentice Hall|Rapid GUI Programming with Python and Qt: The Definitive Guide to PyQt Programming|python|
596515820|9780596515829|2008-08|Noah Gift, Jeremy Jones|O'Reilly Media|Python for Unix and Linux System Administration|python,linux|
1430210478|9781430210474|2009-12|Marty Alchin|Apress|Pro Django|python,django|
143021936X|9781430219361|2009-07|Adrian Holovaty, Jacob Kaplan-Moss|Apress|The Definitive Guide to Django: Web Development Done Right|python,django|
1430219386|9781430219385|2009-06|James Bennett|Apress|Practical Django Projects|python,django|
1597499579|9781597499576|2012-11|TJ O'Connor|Syngress|Violent Python: A Cookbook for Hackers, Forensic Analysts, Penetration Testers and Security Engineers|python,pentest,hacker|
1783289554|9781783289554|2014-01|Vineeth G. Nair|Packt Publishing|Getting Started with Beautiful Soup|python,soap,scrap|
1847193358|9781847193353|2008-04|Ayman Hourieh|Packt Publishing|Learning Website Development with Django: A beginner's tutorial to building web applications, quickly and cleanly, with the Django application framework|python,django|
1849513740|9781849513746|2011-05|Michel Anders|Packt Publishing|Python 3 Web Development Beginner's Guide|python3|
131480057|9780131480056|2010-07|Evi Nemeth, Garth Snyder, Trent R. Hein, Ben Whaley|Prentice Hall|UNIX and Linux System Administration Handbook, 4th Edition|linux|
132349663|9780132349666|2008-04|Jeanna N. Matthews, Eli M. Dow, Todd Deshane, Wenjin Hu, Jeremy Bongio, Patrick F. Wilbur, Brendan Johnson|Prentice Hall|Running Xen: A Hands-On Guide to the Art of Virtualization|linux,virtualization|
470082798|9780470082799|2007-03|Christopher Negus|Wiley|Linux Bible 2007 Edition: Boot up Ubuntu, Fedora, KNOPPIX, Debian, SUSE, and 11 Other Distributions (Bible)|linux|
596804873|9780596804879|2010-07|Adam Haeder, Stephen Addison Schneiter, Bruno Gomes Pessanha, James Stanger|O'Reilly Media|LPI Linux Certification in a Nutshell: A Desktop Quick Reference|linux,certification|
764548212|9780764548215|2002-03|Mohammed J. Kabir|Wiley|Apache Server 2 Bible|apache|
764579959|9780764579950|2005-11|Christopher Negus|Wiley|Linux Toys II: 9 Cool New Projects for Home, Office, and Entertainment|linux|
1449335837|9781449335830|2013-06|Mitchell Hashimoto|O'Reilly Media|Vagrant: Up and Running: Create and Manage Virtualized Development Environments|linux,virtualization|
1565924916|9781565924918|2003-03|Gerald Carter|O'Reilly Media|LDAP System Administration: Putting Directories to Work|linux,ldap|
1782161740|9781782161745|2013-03|Jo Rhett|Packt Publishing|Instant Puppet 3 starter|devops,puppet|
1849510865|9781849510868|2010-07|Cl̩ment Nedelcu|Packt Publishing|Nginx HTTP Server|nginx|
1849515387|9781849515382|2011-10|John Arundel|Packt Publishing|Puppet 2.7 Cookbook|devops,puppet|
1904811655|9781904811657|2006-10|Lucian Gheorghe|Packt Publishing|Designing and Implementing Linux Firewalls with QoS using netfilter, iproute2, NAT and L7-filter|linux,security|
321445619|9780321445612|2007-11|Obie Fernandez|Addison-Wesley Professional|The Rails Way|ruby,rails|
470081201|9780470081204|2007-01|Barry A. Burd|For Dummies|Ruby on Rails For Dummies|ruby,rails|
977616630|9780977616633|2006-12|Dave Thomas, David Hansson, Leon Breedt, Mike Clark, James Duncan Davidson, Justin Gehtland, Andreas Schwarz|Pragmatic Bookshelf|Agile Web Development with Rails, 2nd Edition|ruby,rails|
981531644|9780981531649|2011-01|Martin Odersky, Lex Spoon, Bill Venners|Artima Inc|Programming in Scala: A Comprehensive Step-by-Step Guide, 2nd Edition|scala|
1430224339|9781430224334|2010-08|Cloves Carneiro Jr., Rida Al Barazi|Apress|Beginning Rails 3|ruby,rails|
1430228598|9781430228592|2010-06|Todd Tomlinson|Apress|Beginning Drupal 7|php,drupal|
1782162828|9781782162827|2013-10|Terry Matula|Packt Publishing|Laravel Application Development Cookbook|php,laravel|
1847197426|9781847197429|2010-01|Jamie Huskisson|Packt Publishing|Magento 1.3: PHP Developer's Guide|php,magento|
1934356700|9781934356708|2011-07|Ben Rady, Rod Coffin|Pragmatic Bookshelf|Continuous Testing: with Ruby, Rails, and JavaScript|ruby,rails,test|
321534468|9780321534460|2009-01|Lisa Crispin, Janet Gregory|Addison-Wesley Professional|Agile Testing: A Practical Guide for Testers and Agile Teams|agile,test|
321967054|9780321967053|2014-10|Janet Gregory, Lisa Crispin|Addison-Wesley Professional|More Agile Testing: Learning Journeys for the Whole Team|agile,test|
470170778|9780470170779|2007-10|Dafydd Stuttard, Marcus Pinto|Wiley|The Web Application Hacker's Handbook: Discovering and Exploiting Security Flaws|security,hacker,pentest|
1512214566|9781512214567|2015-06|Peter Kim|CreateSpace Independent Publishing Platform|The Hacker Playbook 2: Practical Guide To Penetration Testing|security,hacker,pentest|
1593275641|9781593275648|2014-06|Georgia Weidman|No Starch Press|Penetration Testing: A Hands-On Introduction to Hacking|security,hacker,pentest|
1782162224|9781782162223|2014-05|Nipun Jaswal|Packt Publishing|Mastering Metasploit|metasploit,hacker,pentest|
1849517428|9781849517423|2012-06|Abhinav Singh|Packt Publishing|Metasploit Penetration Testing Cookbook|metasploit,hacker,pentest|
